ingestion_year,ingestion_month,ingestion_day,id_sistema_cliente,macroactivo,cod_activo,aba,cod_perfil_riesgo,cod_banca,year,month
2024,1,29,10079414250,Renta Variable,1004,1200000,1466,PN,2024,1
2024,5,6,10071747544,FICs,10007,273892.72,1469,PN,2024,5
2024,2,16,10039616197,Renta Variable,1012,14076800,1466,PN,2024,2
2024,2,21,1.009E+11,FICs,10007,1532102496,1467,PF,2024,2
2024,3,1,10079142847,Renta Variable,1017,2514100,1468,PF,2024,3
2024,4,22,10032184607,Renta Variable,1017,8112000,1468,PN,2024,4
2023,12,6,10036346714,Renta Variable,1004,1257500,1466,PN,2023,12
2024,4,2,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,4,15,1.009E+11,FICs,10007,687989810.5,1467,PF,2024,4
2024,3,19,10014876058,Renta Variable,1012,9121100,1466,PN,2024,3
2024,1,3,10032184607,Renta Variable,1017,5448000,1468,PN,2024,1
2024,3,19,1.00105E+12,Renta Variable,1004,2100000,1466,PN,2024,3
2024,4,5,10020203023,FICs,10007,130196566.5,1468,PR,2024,4
2024,3,29,10032184607,Renta Variable,1022,3941860.56,1468,PN,2024,3
2023,12,5,1.009E+11,FICs,10007,392859394.3,1467,PF,2023,12
2023,12,14,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,12
2024,3,8,10032184607,Renta Variable,1014,7238000,1468,PN,2024,3
2024,1,22,10032184607,FICs,1019,76553.34,1468,PN,2024,1
2024,2,29,10098522488,Renta Variable,1004,3450000,1466,PN,2024,2
2024,3,12,10039616197,Renta Variable,1012,15603200,1466,PN,2024,3
2024,2,2,10032184607,Renta Variable,1014,6864000,1468,PN,2024,2
2023,11,30,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,11
2024,1,29,10066848163,FICs,10007,1701927.39,1466,PN,2024,1
2024,1,2,1.0089E+11,FICs,1008,21824518.69,1468,PR,2024,1
2024,2,5,1.00901E+11,FICs,1019,1049514094,1467,EG,2024,2
2023,11,24,10020203023,FICs,1009,105895564.6,1468,PR,2023,11
2023,12,4,10038643094,FICs,10007,278289.48,1466,PN,2023,12
2024,1,15,10039616197,Renta Variable,1012,15009600,1466,PN,2024,1
2024,3,1,10039553126,FICs,1018,647933.48,1466,PN,2024,3
2024,4,9,10020203023,Renta Fija,1001,670920500,1468,PR,2024,4
2024,4,12,10020203023,Renta Fija,1000,367199400,1468,PR,2024,4
2024,3,20,10021382511,Renta Variable,1004,2120000,1466,PN,2024,3
2024,4,15,10039553126,FICs,1018,646542.84,1466,PN,2024,4
2024,4,16,10039616197,Renta Variable,1005,95300,1466,PN,2024,4
2023,12,14,10039616197,Renta Variable,1012,13228800,1466,PN,2023,12
2023,11,27,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,11
2024,2,5,10036346714,Renta Variable,1004,1160000,1466,PN,2024,2
2024,2,27,10039616197,Renta Variable,1004,2340000,1466,PN,2024,2
2024,4,15,1.0083E+11,Renta Variable,1005,158800,1466,PY,2024,4
2024,2,13,1.008E+11,FICs,1019,300237139.4,1467,PY,2024,2
2024,2,15,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2024,3,13,10020203023,Renta Fija,1000,366926600,1468,PR,2024,3
2024,1,17,1.008E+11,FICs,1019,424098460,1467,PY,2024,1
2024,4,1,1.00109E+12,FICs,10007,1754.72,1468,PN,2024,4
2024,3,28,10079142847,Renta Variable,1014,3781200,1468,PF,2024,3
2023,12,11,10098522488,Renta Variable,1004,3697500,1466,PN,2023,12
2024,2,5,10039616197,Renta Variable,1004,2320000,1466,PN,2024,2
2024,3,8,10039538018,FICs,10007,335540.92,1468,PN,2024,3
2024,3,4,10079142847,Renta Variable,1017,2836500,1468,PF,2024,3
2024,4,4,1.00109E+12,FICs,10007,1755.26,1468,PN,2024,4
2024,5,9,10032184607,Renta Variable,None,4562100,1468,PN,2024,5
2024,1,31,1.00114E+12,FICs,10007,10273.17,1468,PN,2024,1
2023,12,14,1.00101E+12,FICs,10007,34117318.94,1468,PN,2023,12
2023,12,21,1.009E+11,FICs,1019,21567020.88,1467,PF,2023,12
2023,12,11,10020203023,FICs,1020,62877812.68,1468,PR,2023,12
2024,3,6,10020203023,Renta Fija,1000,369315300,1468,PR,2024,3
2024,2,1,10014876058,Renta Variable,1012,7806180,1466,PN,2024,2
2024,5,1,1.00114E+12,FICs,10007,10512.03,1468,PN,2024,5
2024,3,1,10014876058,Renta Variable,1012,7741360,1466,PN,2024,3
2024,3,11,10038643094,FICs,1018,86549390.53,1466,PN,2024,3
2024,2,22,10020203023,FICs,1019,133448448,1468,PR,2024,2
2024,2,13,10032184607,Renta Variable,1016,5147100,1468,PN,2024,2
2023,12,6,10039538018,FICs,10007,324248.03,1468,PN,2023,12
2024,3,28,10032184607,Renta Variable,None,4384500,1468,PN,2024,3
2024,3,26,10032184607,Renta Variable,1002,11745000,1468,PN,2024,3
2024,3,5,10021382511,Renta Variable,1004,2240000,1466,PN,2024,3
2023,12,12,10079414250,Renta Variable,1004,1255000,1466,PN,2023,12
2024,2,22,10032184607,Renta Variable,1015,5630000,1468,PN,2024,2
2024,1,24,10039616197,Renta Variable,1004,2295000,1466,PN,2024,1
2024,3,13,10039616197,Renta Variable,1012,14958720,1466,PN,2024,3
2024,4,15,10039616197,Renta Variable,1005,95300,1466,PN,2024,4
2024,3,4,10042890695,FICs,10007,30207289.29,None,PN,2024,3
2024,2,23,1.00901E+11,FICs,1019,1055560300,1467,EG,2024,2
2024,1,2,10014876058,Renta Variable,1012,7167240,1466,PN,2024,1
2024,1,5,10026419826,Renta Variable,1005,90535,1466,PN,2024,1
2024,2,23,10038643094,FICs,1018,86073417.58,1466,PN,2024,2
2024,1,30,10038643094,FICs,10007,284717.2,1466,PN,2024,1
2024,3,14,10039616197,Renta Variable,1012,15688000,1466,PN,2024,3
2024,2,12,1.00114E+12,FICs,10007,10305.99,1468,PN,2024,2
2024,4,5,10026419826,Renta Variable,1005,90535,1466,PN,2024,4
2024,2,22,1.0083E+11,Renta Variable,1005,168328,1466,PY,2024,2
2024,2,7,10014876058,Renta Variable,1012,7787660,1466,PN,2024,2
2024,2,29,1.0089E+11,FICs,1008,22247373.89,1468,PR,2024,2
2024,3,27,10036346714,Renta Variable,1004,997500,1466,PN,2024,3
2024,1,25,10032184607,Renta Variable,1011,8115880,1468,PN,2024,1
2024,1,19,10020203023,FICs,1010,150423780.6,1468,PR,2024,1
2024,4,16,10032184607,FICs,1019,78291.39,1468,PN,2024,4
2023,12,8,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2023,12,21,1.00105E+12,Renta Variable,1004,2335000,1466,PN,2023,12
2024,1,9,10032184607,Renta Variable,None,4445550,1468,PN,2024,1
2024,2,27,10032184607,Renta Variable,1015,5740000,1468,PN,2024,2
2024,3,13,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2024,3,19,10021382511,Renta Variable,1004,2100000,1466,PN,2024,3
2023,12,6,10020203023,FICs,None,486991405.3,1468,PR,2023,12
2024,4,29,1.0089E+11,FICs,1008,22355754.31,1468,PR,2024,4
2024,5,3,10026419826,Renta Variable,1005,95300,1466,PN,2024,5
2024,3,26,1.0089E+11,FICs,1008,22408562.84,1468,PR,2024,3
2023,12,18,10079142847,Renta Variable,1014,3300500,1468,PF,2023,12
2024,2,29,10079142847,Renta Variable,1014,3712200,1468,PF,2024,2
2023,12,15,10039616197,Renta Variable,1012,12770880,1466,PN,2023,12
2024,5,9,1.009E+11,FICs,1019,22421736.69,1467,PF,2024,5
2024,1,15,1.00101E+12,FICs,10007,30365698.04,1468,PN,2024,1
2024,1,5,1.008E+11,FICs,1019,422563638.9,1467,PY,2024,1
2024,5,6,10038643094,Renta Variable,1005,95300,1466,PN,2024,5
2024,2,14,10032184607,Renta Variable,1017,6568000,1468,PN,2024,2
2024,2,28,1.008E+11,FICs,1019,231254053.4,1467,PY,2024,2
2024,1,26,10039616197,Renta Variable,1004,2355000,1466,PN,2024,1
2023,12,7,10020203023,FICs,1010,152068351.8,1468,PR,2023,12
2023,12,21,10020203023,FICs,10007,11838858.86,1468,PR,2023,12
2024,4,8,1.009E+11,FICs,10007,371157044,1467,PF,2024,4
2024,1,19,10079142847,Renta Variable,1014,3611000,1468,PF,2024,1
2024,2,8,10039616197,Renta Variable,1012,14212480,1466,PN,2024,2
2024,2,1,10079142847,Renta Variable,1014,3528200,1468,PF,2024,2
2024,3,7,10014876058,Renta Variable,1012,8213620,1466,PN,2024,3
2024,4,24,10071747544,FICs,10007,372794.3,1469,PN,2024,4
2023,12,14,10038643094,FICs,10007,279325.27,1466,PN,2023,12
2024,3,14,10020203023,FICs,1019,137604480.7,1468,PR,2024,3
2024,1,18,10020203023,FICs,1010,150390411.1,1468,PR,2024,1
2024,2,7,1.0089E+11,FICs,1019,145723408.5,1468,PR,2024,2
2024,1,4,10042890695,FICs,10007,33711649.56,None,PN,2024,1
2024,5,15,1.00114E+12,Renta Variable,1004,2320000,1466,PN,2024,5
2024,1,26,10042890695,FICs,10007,33909373.35,None,PN,2024,1
2024,4,24,10079142847,Renta Variable,1017,3394500,1468,PF,2024,4
2023,11,30,10032184607,Renta Variable,1016,4157580,1468,PN,2023,11
2024,5,2,10038643094,FICs,1018,86350432.64,1466,PN,2024,5
2024,1,30,10079414250,Renta Variable,1004,1197500,1466,PN,2024,1
2024,5,6,10039538018,FICs,10007,339942.88,1468,PN,2024,5
2023,12,4,10079414250,Renta Variable,1004,1272500,1466,PN,2023,12
2024,2,22,10079142847,Renta Variable,1017,2604000,1468,PF,2024,2
2024,2,23,10020203023,FICs,10007,150625608.3,1468,PR,2024,2
2024,1,17,10042890695,FICs,10007,33860844.58,None,PN,2024,1
2024,2,9,1.00901E+11,FICs,1019,1050741660,1467,EG,2024,2
2024,1,5,10038643094,FICs,1018,84641075.9,1466,PN,2024,1
2024,3,11,1.009E+11,FICs,1019,22098726.71,1467,PF,2024,3
2023,12,13,10039538018,FICs,10007,325014.47,1468,PN,2023,12
2024,2,22,10021382511,Renta Variable,1004,2330000,1466,PN,2024,2
2024,2,28,10020203023,FICs,1008,155587595.8,1468,PR,2024,2
2023,12,7,10032184607,Renta Variable,None,3901650,1468,PN,2023,12
2024,3,28,1.009E+11,FICs,1019,22197238.07,1467,PF,2024,3
2023,12,13,10014876058,Renta Variable,1012,7176500,1466,PN,2023,12
2023,12,14,1.00114E+12,Renta Variable,1004,2500000,1466,PN,2023,12
2024,4,15,10032184607,Renta Variable,1015,7440000,1468,PN,2024,4
2024,2,1,10042890695,FICs,10007,33959549.67,None,PN,2024,2
2024,2,19,10041560001,Renta Variable,1004,1152500,1466,PN,2024,2
2024,2,26,10020203023,FICs,1008,155437731.6,1468,PR,2024,2
2023,12,7,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,1,8,10020203023,Renta Fija,1000,734575100,1468,PR,2024,1
2024,1,22,1004870235,Renta Variable,1004,7613000,1469,PN,2024,1
2024,2,6,10021382511,Renta Variable,1004,2320000,1466,PN,2024,2
2023,12,20,1.009E+11,FICs,10007,395822849.8,1467,PF,2023,12
2024,4,2,10039616197,Renta Variable,1004,2190000,1466,PN,2024,4
2024,2,7,1.009E+11,FICs,1019,21872875.3,1467,PF,2024,2
2024,3,18,1.009E+11,FICs,10007,369459865.1,1467,PF,2024,3
2024,5,6,1.009E+11,FICs,1019,22399686.99,1467,PF,2024,5
2023,12,8,10020203023,Renta Fija,1000,422871300,1468,PR,2023,12
2023,12,12,1.00105E+12,Renta Variable,1004,2510000,1466,PN,2023,12
2024,4,2,1004870235,Renta Variable,1004,7248900,1469,PN,2024,4
2024,2,16,1.00101E+12,FICs,10007,32132570.17,1468,PN,2024,2
2024,2,6,1.00114E+12,FICs,10007,10285.98,1468,PN,2024,2
2024,1,15,10026419826,Renta Variable,1005,83864,1466,PN,2024,1
2023,12,14,10032184607,Renta Variable,None,3879450,1468,PN,2023,12
2024,4,30,1.00101E+12,FICs,10007,30985237.42,1468,PN,2024,4
2024,3,18,1.008E+11,FICs,1019,318011260.9,1467,PY,2024,3
2023,11,27,10032184607,Renta Variable,None,3885000,1468,PN,2023,11
2024,2,26,1.00902E+11,FICs,1019,1049541789,1467,PF,2024,2
2024,1,18,1.00114E+12,FICs,10007,10246.94,1468,PN,2024,1
2024,1,2,1.00114E+12,FICs,10007,10186.54,1468,PN,2024,1
2024,4,2,1.00114E+12,Renta Variable,1004,2190000,1466,PN,2024,4
2024,1,31,10041560001,Renta Variable,1004,1195000,1466,PN,2024,1
2024,2,16,1.008E+11,FICs,1019,230372087.9,1467,PY,2024,2
2024,3,6,10039616197,Renta Variable,1012,14331200,1466,PN,2024,3
2024,4,29,10071747544,FICs,10007,373144.43,1469,PN,2024,4
2024,2,29,1.00902E+11,FICs,1019,1051210410,1467,PF,2024,2
2024,1,22,10032184607,Renta Variable,1002,9900000,1468,PN,2024,1
2024,5,6,10032184607,Renta Variable,1003,6757500,1468,PN,2024,5
2023,11,27,1.00114E+12,Renta Variable,1004,2575000,1466,PN,2023,11
2024,1,8,1.009E+11,FICs,1019,21718476.34,1467,PF,2024,1
2024,5,9,10026419826,Renta Variable,1005,95300,1466,PN,2024,5
2024,1,19,1.008E+11,FICs,1019,424317083.5,1467,PY,2024,1
2024,4,10,10066848163,FICs,10007,4098455.32,1466,PN,2024,4
2024,1,26,1.00901E+11,FICs,1019,1046825881,1467,EG,2024,1
2024,3,11,10079142847,Renta Variable,1017,2929500,1468,PF,2024,3
2024,3,26,10020203023,FICs,1019,140736915.6,1468,PR,2024,3
2024,2,19,1.00105E+12,Renta Variable,1004,2305000,1466,PN,2024,2
2024,3,18,10039616197,Renta Variable,1004,2210000,1466,PN,2024,3
2024,2,19,1.009E+11,FICs,10007,1131049423,1467,PF,2024,2
2024,4,4,10032184607,Renta Variable,1015,7380000,1468,PN,2024,4
2024,2,21,10032184607,FICs,1019,77232.26,1468,PN,2024,2
2024,1,2,1.0089E+11,FICs,1019,144357673.7,1468,PR,2024,1
2024,1,30,10071747544,FICs,10007,614483.39,1469,PN,2024,1
2024,2,12,10039553126,FICs,1018,644638.35,1466,PN,2024,2
2024,4,9,10032184607,Renta Variable,1022,3287434.68,1468,PN,2024,4
2023,11,23,10039616197,Renta Variable,1004,2515000,1466,PN,2023,11
2024,3,15,1.00114E+12,FICs,10007,10416.72,1468,PN,2024,3
2024,2,29,1.009E+11,FICs,10007,616608567.3,1467,PF,2024,2
2024,2,16,10032184607,Renta Variable,1011,8261100,1468,PN,2024,2
2024,2,7,10032184607,Renta Variable,1014,6921200,1468,PN,2024,2
2024,1,22,10041560001,Renta Variable,1004,1150000,1466,PN,2024,1
2024,3,25,10020203023,FICs,None,395141094.6,1468,PR,2024,3
2024,1,23,10079414250,Renta Variable,1004,1132500,1466,PN,2024,1
2024,3,20,10020203023,FICs,10007,146814144.2,1468,PR,2024,3
2024,1,5,10079142847,Renta Variable,1017,2253700,1468,PF,2024,1
2024,3,14,10020203023,FICs,None,396029388.3,1468,PR,2024,3
2023,12,11,1.0083E+11,Renta Variable,1005,124658,1466,PY,2023,12
2023,12,7,1.008E+11,FICs,1019,317986427.7,1467,PY,2023,12
2024,4,23,1.00114E+12,FICs,10007,10485.99,1468,PN,2024,4
2024,1,17,10079142847,Renta Variable,1014,3530500,1468,PF,2024,1
2024,4,2,10020203023,FICs,10007,144244342.2,1468,PR,2024,4
2024,3,7,10032184607,FICs,1019,77561.74,1468,PN,2024,3
2024,5,1,1.00902E+11,FICs,1019,1067227027,1467,PF,2024,5
2024,3,7,10079414250,Renta Variable,1004,1042500,1466,PN,2024,3
2024,5,9,10032184607,Renta Variable,1003,6970000,1468,PN,2024,5
2024,1,17,10014876058,Renta Variable,1012,8352520,1466,PN,2024,1
2024,3,26,10020203023,FICs,10007,144019963.2,1468,PR,2024,3
2024,1,2,1.00902E+11,FICs,1019,1034159841,1467,PF,2024,1
2024,4,23,1.008E+11,FICs,1019,521356130,1467,PY,2024,4
2023,12,19,10039616197,Renta Variable,1012,12855680,1466,PN,2023,12
2024,2,9,10039553126,FICs,1018,644034.28,1466,PN,2024,2
2024,2,15,10079142847,Renta Variable,1004,3380650,1468,PF,2024,2
2024,2,20,1.008E+11,FICs,1019,230727038.4,1467,PY,2024,2
2023,12,5,10039616197,Renta Variable,1012,12889600,1466,PN,2023,12
2024,5,6,10042890695,FICs,10007,28625456,None,PN,2024,5
2024,5,9,1.00109E+12,FICs,10007,1768.64,1468,PN,2024,5
2024,4,3,10020203023,Renta Fija,1000,366452900,1468,PR,2024,4
2024,2,28,1.00105E+12,Renta Variable,1004,2360000,1466,PN,2024,2
2024,1,30,10039616197,Renta Variable,1005,102924,1466,PN,2024,1
2024,2,7,10039616197,Renta Variable,1004,2355000,1466,PN,2024,2
2024,2,1,10032184607,FICs,1019,76743.17,1468,PN,2024,2
2024,5,6,10032184607,FICs,1019,78714.44,1468,PN,2024,5
2024,1,23,1.0089E+11,FICs,1008,22016924.92,1468,PR,2024,1
2024,2,1,1.00105E+12,Renta Variable,1004,2335000,1466,PN,2024,2
2024,4,3,1.009E+11,FICs,1019,22229400.08,1467,PF,2024,4
2024,2,8,1.008E+11,FICs,1019,299711333.1,1467,PY,2024,2
2024,5,15,1.00902E+11,FICs,1019,1071851480,1467,PF,2024,5
2024,3,12,10032184607,FICs,1019,77681.9,1468,PN,2024,3
2024,4,4,10042890695,FICs,10007,30457289.01,None,PN,2024,4
2024,3,25,10066848163,FICs,10007,1386121.87,1466,PN,2024,3
2024,3,15,10026419826,Renta Variable,1005,90535,1466,PN,2024,3
2023,12,20,1.00114E+12,FICs,10007,10114.99,1468,PN,2023,12
2024,4,10,10020203023,Renta Fija,1001,670920500,1468,PR,2024,4
2024,3,13,10098522488,Renta Variable,1004,3112500,1466,PN,2024,3
2024,4,24,10032184607,Renta Variable,1016,6423900,1468,PN,2024,4
2024,3,20,10066848163,FICs,10007,2072018.7,1466,PN,2024,3
2024,3,26,10079142847,Renta Variable,1017,2945000,1468,PF,2024,3
2024,1,29,10020203023,FICs,1010,150700756.5,1468,PR,2024,1
2024,1,17,10039616197,Renta Variable,1012,15297920,1466,PN,2024,1
2024,2,14,10042890695,FICs,10007,34094980.21,None,PN,2024,2
2024,1,3,10032184607,Renta Variable,1022,5233011.12,1468,PN,2024,1
2024,2,2,10066848163,FICs,10007,1704419.17,1466,PN,2024,2
2024,3,13,1.009E+11,FICs,1019,22112037.21,1467,PF,2024,3
2024,2,8,10020203023,FICs,None,410340929.7,1468,PR,2024,2
2024,2,9,1.009E+11,FICs,1019,21889780.2,1467,PF,2024,2
2024,4,9,1.00105E+12,Renta Variable,1004,2290000,1466,PN,2024,4
2024,1,2,10032184607,Renta Variable,1011,8080260,1468,PN,2024,1
2024,3,5,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2024,1,22,10038643094,FICs,1018,85272694.81,1466,PN,2024,1
2024,3,1,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2023,12,6,1.0083E+11,Renta Variable,1005,124658,1466,PY,2023,12
2024,4,22,1.0089E+11,FICs,1008,22300825.31,1468,PR,2024,4
2024,1,24,1.00901E+11,FICs,1019,1046331210,1467,EG,2024,1
2023,12,15,10079142847,Renta Variable,1014,3362600,1468,PF,2023,12
2024,3,27,10032184607,Renta Variable,1014,7229200,1468,PN,2024,3
2024,4,4,10039616197,Renta Variable,1012,16620800,1466,PN,2024,4
2024,1,30,1.00901E+11,FICs,1019,1047838142,1467,EG,2024,1
2024,1,26,1.00109E+12,FICs,10007,1721.02,1468,PN,2024,1
2023,12,5,1.00103E+12,Renta Variable,1004,1272500,1468,PN,2023,12
2024,5,6,10020203023,FICs,10007,81401745.83,1468,PR,2024,5
2024,2,16,10032184607,Renta Variable,1017,6344000,1468,PN,2024,2
2024,1,31,1.009E+11,FICs,10007,957770735.5,1467,PF,2024,1
2023,12,20,10032184607,Renta Variable,1016,4173540,1468,PN,2023,12
2024,3,28,10038643094,FICs,10007,289755.14,1466,PN,2024,3
2024,3,29,10020203023,FICs,1019,140894546.9,1468,PR,2024,3
2024,3,21,10026419826,Renta Variable,1005,90535,1466,PN,2024,3
2024,2,19,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,2
2024,1,18,10071747544,FICs,10007,613150.24,1469,PN,2024,1
2024,1,26,10039616197,Renta Variable,1012,14331200,1466,PN,2024,1
2023,12,11,10066848163,FICs,10007,2277860.13,1466,PN,2023,12
2024,1,23,1.008E+11,FICs,1019,424566354.8,1467,PY,2024,1
2024,3,29,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2023,11,28,10032184607,Renta Variable,1016,4468800,1468,PN,2023,11
2023,12,21,1.00902E+11,FICs,1019,1029346037,1467,PF,2023,12
2024,2,22,1.0089E+11,FICs,1008,22216368.63,1468,PR,2024,2
2023,11,24,1.0089E+11,FICs,1019,24643585.67,1468,PR,2023,11
2024,4,26,10039553126,FICs,1018,646331.84,1466,PN,2024,4
2024,3,7,1.00114E+12,Renta Variable,1004,2085000,1466,PN,2024,3
2024,4,11,10026419826,Renta Variable,1005,95300,1466,PN,2024,4
2024,1,15,10032184607,Renta Variable,1014,6859600,1468,PN,2024,1
2024,4,12,1.0089E+11,FICs,1019,148283855.1,1468,PR,2024,4
2024,1,31,10079142847,Renta Variable,1014,3565000,1468,PF,2024,1
2024,5,2,10079142847,Renta Variable,1004,3388080,1468,PF,2024,5
2024,4,9,1.009E+11,FICs,1019,22254942.18,1467,PF,2024,4
2023,12,12,1004870235,Renta Variable,1004,8308100,1469,PN,2023,12
2023,12,21,10039538018,FICs,10007,326938.65,1468,PN,2023,12
2023,12,8,10020203023,FICs,None,488144020.2,1468,PR,2023,12
2024,1,17,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,1
2024,3,6,10026419826,Renta Variable,1005,90535,1466,PN,2024,3
2024,1,22,10032184607,Renta Variable,1016,5290740,1468,PN,2024,1
2023,12,7,1.00114E+12,FICs,10007,10048.13,1468,PN,2023,12
2024,3,28,1.009E+11,FICs,1019,22197238.07,1467,PF,2024,3
2024,1,19,10039553126,FICs,1018,640709.18,1466,PN,2024,1
2024,2,7,10032184607,Renta Variable,1011,8365220,1468,PN,2024,2
2024,4,12,1.0083E+11,Renta Variable,1005,158800,1466,PY,2024,4
2024,4,22,10032184607,Renta Variable,1015,7080000,1468,PN,2024,4
2024,3,28,10042890695,FICs,10007,30420909.83,None,PN,2024,3
2024,2,20,10071747544,FICs,10007,136624.53,1469,PN,2024,2
2024,2,19,10026419826,Renta Variable,1005,101018,1466,PN,2024,2
2024,4,15,10039616197,Renta Variable,1004,2240000,1466,PN,2024,4
2024,1,30,1.0083E+11,Renta Variable,1005,171504,1466,PY,2024,1
2024,3,20,10039538018,FICs,10007,336686.14,1468,PN,2024,3
2024,1,19,10039616197,Renta Variable,1005,102924,1466,PN,2024,1
2024,3,12,10020203023,FICs,None,396033003.1,1468,PR,2024,3
2024,3,22,10032184607,Renta Variable,1017,7416000,1468,PN,2024,3
2024,4,8,1004870235,Renta Variable,1004,7579900,1469,PN,2024,4
2024,2,6,10039616197,Renta Variable,1004,2320000,1466,PN,2024,2
2024,3,13,10038643094,FICs,10007,288640.98,1466,PN,2024,3
2023,12,4,10021382511,Renta Variable,1004,2545000,1466,PN,2023,12
2024,3,6,1.00901E+11,FICs,1019,1058686742,1467,EG,2024,3
2024,1,30,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,1
2024,5,2,1.009E+11,FICs,10007,29345365.58,1467,PF,2024,5
2024,2,29,10079142847,Renta Variable,1017,2542000,1468,PF,2024,2
2024,1,3,10038643094,Renta Variable,1005,90535,1466,PN,2024,1
2023,11,30,1.00109E+12,FICs,10007,1681.48,1468,PN,2023,11
2023,11,30,10032184607,Renta Variable,1015,3945000,1468,PN,2023,11
2024,2,2,10032184607,FICs,1019,76763.65,1468,PN,2024,2
2024,1,15,10079142847,Renta Variable,1004,3529250,1468,PF,2024,1
2024,3,1,1.008E+11,FICs,1019,231345959.4,1467,PY,2024,3
2023,12,21,10039616197,Renta Variable,1004,2335000,1466,PN,2023,12
2024,3,18,10020203023,FICs,1019,137769445.2,1468,PR,2024,3
2024,4,10,1.0083E+11,Renta Variable,1005,150860,1466,PY,2024,4
2024,5,2,10098522488,Renta Variable,1004,3420000,1466,PN,2024,5
2024,2,14,10020203023,FICs,10007,7938116.99,1468,PR,2024,2
2024,5,15,10039616197,Renta Variable,1012,15942400,1466,PN,2024,5
2024,5,15,10020203023,FICs,10007,71608872.87,1468,PR,2024,5
2024,2,15,1.00114E+12,FICs,10007,10319.52,1468,PN,2024,2
2024,4,29,10079142847,Renta Variable,1004,3417800,1468,PF,2024,4
2024,4,4,1.00114E+12,FICs,10007,10463.43,1468,PN,2024,4
2023,12,6,1.008E+11,FICs,1019,317864997,1467,PY,2023,12
2024,2,9,10026419826,Renta Variable,1005,101018,1466,PN,2024,2
2024,1,8,10039616197,Renta Variable,1005,86723,1466,PN,2024,1
2024,3,6,1.00101E+12,FICs,10007,31105230.73,1468,PN,2024,3
2024,2,14,10079142847,Renta Variable,1004,3380650,1468,PF,2024,2
2024,2,22,10039616197,Renta Variable,1004,2330000,1466,PN,2024,2
2024,4,10,1.009E+11,FICs,10007,371157044,1467,PF,2024,4
2024,4,12,10036346714,Renta Variable,1004,1122500,1466,PN,2024,4
